area_type,location,total_sqft,bath,balcony,price,ready_to_move,bhk
Built-up  Area,Electronics City Phase 1,1350.0,3,0,71.0,1,3.0
Super built-up  Area,Electronics City Phase 1,1445.0,2,1,56.0,1,3.0
Super built-up  Area,Electronics City Phase 1,995.0,2,1,49.8,1,2.0
Built-up  Area,Electronics City Phase 1,635.0,1,0,26.0,1,1.0
Super built-up  Area,Electronics City Phase 1,1190.0,2,1,68.0,0,2.0
Super built-up  Area,Electronics City Phase 1,1085.0,2,1,46.0,1,2.0
Super built-up  Area,Electronics City Phase 1,1450.0,3,2,72.54,0,3.0
Super built-up  Area,Electronics City Phase 1,360.0,1,0,16.9,1,1.0
Built-up  Area,Electronics City Phase 1,638.0,1,1,32.0,1,1.0
Super built-up  Area,Electronics City Phase 1,1175.0,2,2,64.98,0,2.0
Super built-up  Area,Electronics City Phase 1,585.0,1,1,21.0,1,1.0
Super built-up  Area,Electronics City Phase 1,1200.0,2,2,59.76,0,2.0
Super built-up  Area,Electronics City Phase 1,1145.0,2,1,54.0,0,2.0
Super built-up  Area,Electronics City Phase 1,1125.0,2,2,65.0,1,2.0
Super built-up  Area,Electronics City Phase 1,1522.5,2,0,60.75,1,3.0
Super built-up  Area,Electronics City Phase 1,1550.0,2,2,82.0,1,3.0
Super built-up  Area,Electronics City Phase 1,1175.0,2,1,50.0,1,2.0
Built-up  Area,Electronics City Phase 1,865.0,2,0,40.0,1,2.0
Super built-up  Area,Electronics City Phase 1,1450.0,3,1,70.0,0,3.0
Super built-up  Area,Electronics City Phase 1,1450.0,2,2,63.51,1,3.0
Super built-up  Area,Electronics City Phase 1,1450.0,3,2,58.0,0,3.0
Super built-up  Area,Electronics City Phase 1,1800.0,3,2,93.0,1,3.0
Super built-up  Area,Electronics City Phase 1,1314.0,2,2,60.0,0,2.0
Super built-up  Area,Electronics City Phase 1,1170.0,2,1,62.0,0,2.0
Super built-up  Area,Electronics City Phase 1,1450.0,3,2,79.0,0,3.0
Super built-up  Area,Electronics City Phase 1,940.0,2,1,48.0,1,2.0
Super built-up  Area,Electronics City Phase 1,940.0,2,1,44.0,0,2.0
Super built-up  Area,Electronics City Phase 1,1300.0,2,1,67.0,1,2.0
Built-up  Area,Electronics City Phase 1,1028.0,2,1,51.0,1,2.0
Built-up  Area,Electronics City Phase 1,1080.0,2,2,46.0,1,2.0
Super built-up  Area,Electronics City Phase 1,1205.0,2,2,60.0,0,2.0
Super built-up  Area,Electronics City Phase 1,1900.0,3,2,85.0,1,3.0
Super built-up  Area,Electronics City Phase 1,1305.0,2,1,67.0,0,2.0
Super built-up  Area,Electronics City Phase 1,755.0,1,0,30.12,1,1.0
Super built-up  Area,Electronics City Phase 1,1175.0,2,1,60.0,1,2.0
Super built-up  Area,Frazer Town,1700.0,3,1,180.0,1,3.0
Super built-up  Area,Frazer Town,1870.0,3,3,185.0,1,3.0
Super built-up  Area,Frazer Town,1750.0,3,2,150.0,1,3.0
Super built-up  Area,Frazer Town,4850.0,6,2,385.0,1,4.0
Super built-up  Area,Frazer Town,2000.0,3,1,200.0,1,3.0
Built-up  Area,Frazer Town,3500.0,4,2,330.0,1,3.0
Super built-up  Area,Frazer Town,2350.0,4,3,285.0,1,3.0
Super built-up  Area,Frazer Town,1550.0,2,2,140.0,1,2.0
Built-up  Area,Frazer Town,1900.0,4,2,145.0,1,3.0
Super built-up  Area,Frazer Town,2560.0,3,2,265.0,1,3.0
Super built-up  Area,Frazer Town,2400.0,3,2,260.0,1,3.0
Super built-up  Area,Frazer Town,2560.0,3,0,288.0,1,3.0
Built-up  Area,Frazer Town,3436.0,5,0,341.0,1,4.0
Super built-up  Area,Frazer Town,4856.0,5,3,410.0,1,4.0
Built-up  Area,Frazer Town,1315.0,2,2,140.0,1,2.0
Super built-up  Area,Frazer Town,1706.0,3,3,154.0,1,3.0
Built-up  Area,Frazer Town,2079.0,3,3,220.0,0,3.0
Built-up  Area,Frazer Town,3435.0,2,1,341.0,1,4.0
Super built-up  Area,Frazer Town,3436.0,5,0,345.0,1,4.0
Super built-up  Area,Frazer Town,3100.0,3,0,400.0,1,3.0
Super built-up  Area,Frazer Town,5400.0,3,2,400.0,1,3.0
Super built-up  Area,Frazer Town,1180.0,2,1,105.0,1,2.0
Super built-up  Area,Frazer Town,2900.0,4,2,325.0,1,4.0
Super built-up  Area,Frazer Town,1870.0,3,3,180.0,1,3.0
Plot  Area,Frazer Town,896.0,1,0,100.0,1,1.0
Built-up  Area,Frazer Town,1420.0,2,0,120.0,1,2.0
Super built-up  Area,GM Palaya,1820.0,2,3,86.0,1,3.0
Super built-up  Area,GM Palaya,1225.0,2,2,47.0,0,2.0
Super built-up  Area,GM Palaya,1140.0,2,2,48.95,0,2.0
Built-up  Area,GM Palaya,1315.0,2,2,65.0,1,3.0
Super built-up  Area,GM Palaya,1315.0,3,1,65.0,1,3.0
Super built-up  Area,GM Palaya,1315.0,3,0,64.0,1,3.0
Built-up  Area,GM Palaya,1735.0,3,2,70.0,1,3.0
Super built-up  Area,GM Palaya,1643.0,2,2,70.0,1,3.0
Super built-up  Area,Garudachar Palya,1325.0,2,2,60.8,1,3.0
Super built-up  Area,Garudachar Palya,1060.0,2,1,48.7,1,2.0
Super built-up  Area,Garudachar Palya,1150.0,2,1,52.75,1,2.0
Super built-up  Area,Garudachar Palya,1295.0,2,1,59.5,1,3.0
Super built-up  Area,Garudachar Palya,1320.0,2,2,60.6,1,3.0
Super built-up  Area,Garudachar Palya,1295.0,2,2,59.5,1,3.0
Super built-up  Area,Garudachar Palya,1150.0,2,2,52.8,1,2.0
Super built-up  Area,Garudachar Palya,1150.0,2,1,52.8,1,2.0
Super built-up  Area,Garudachar Palya,1060.0,2,1,48.5,1,2.0
Super built-up  Area,Garudachar Palya,1150.0,2,1,52.5,1,2.0
Super built-up  Area,Garudachar Palya,1060.0,2,1,48.66,1,2.0
Super built-up  Area,Garudachar Palya,1150.0,2,2,52.0,1,2.0
Super built-up  Area,Garudachar Palya,1154.0,2,1,51.8,1,2.0
Super built-up  Area,Garudachar Palya,1325.0,2,2,60.0,1,3.0
Plot  Area,Giri Nagar,2400.0,4,1,400.0,1,4.0
Plot  Area,Giri Nagar,1800.0,3,2,252.0,1,3.0
Plot  Area,Giri Nagar,1350.0,3,0,240.0,1,3.0
Plot  Area,Giri Nagar,2400.0,4,2,400.0,1,4.0
Built-up  Area,Giri Nagar,3000.0,4,1,375.0,1,6.0
Plot  Area,Giri Nagar,2400.0,6,1,400.0,1,6.0
Plot  Area,Giri Nagar,4000.0,3,2,750.0,1,4.0
Built-up  Area,Gollarapalya Hosahalli,861.0,2,1,34.5,1,2.0
Super built-up  Area,Gollarapalya Hosahalli,1408.0,3,3,62.0,1,3.0
Super built-up  Area,Gollarapalya Hosahalli,1318.0,3,1,54.0,1,3.0
Built-up  Area,Gollarapalya Hosahalli,861.0,2,0,36.5,1,2.0
Super built-up  Area,Gollarapalya Hosahalli,1320.0,3,2,60.0,1,3.0
Built-up  Area,Gollarapalya Hosahalli,1345.0,3,2,60.0,1,3.0
Built-up  Area,Gollarapalya Hosahalli,1905.0,3,0,86.0,1,4.0
Super built-up  Area,Gollarapalya Hosahalli,1318.0,3,2,56.0,1,3.0
Super built-up  Area,Gollarapalya Hosahalli,1129.0,2,1,50.0,1,2.0
Built-up  Area,Gottigere,1100.0,2,2,40.0,1,2.0
Built-up  Area,Gottigere,967.0,2,3,45.0,1,2.0
Super built-up  Area,Gottigere,1618.0,3,3,82.5,1,3.0
Super built-up  Area,Gottigere,1222.0,2,1,63.0,1,2.0
Super built-up  Area,Gottigere,1600.0,2,2,55.0,1,3.0
Super built-up  Area,Gottigere,1300.0,3,3,65.0,1,3.0
Super built-up  Area,Gottigere,950.0,2,1,38.0,1,2.0
Super built-up  Area,Gottigere,1153.0,2,1,48.5,1,2.0
Plot  Area,Gottigere,812.0,1,0,26.0,1,1.0
Built-up  Area,Gottigere,2000.0,4,2,82.0,1,4.0
Super built-up  Area,Gottigere,1460.0,2,2,65.0,1,3.0
Super built-up  Area,Gottigere,1500.0,3,2,70.0,1,3.0
Super built-up  Area,Gottigere,1621.0,3,3,72.0,1,3.0
Plot  Area,Gottigere,812.0,1,1,26.0,1,1.0
Super built-up  Area,Gottigere,990.0,2,1,40.0,1,2.0
Super built-up  Area,Gottigere,1235.0,2,2,63.0,1,2.0
Super built-up  Area,Gottigere,1385.0,3,2,64.0,1,3.0
Super built-up  Area,Gottigere,1000.0,2,1,35.0,1,2.0
Super built-up  Area,Gottigere,1010.0,2,1,35.0,1,2.0
Super built-up  Area,Gottigere,1385.0,2,2,50.0,1,3.0
Super built-up  Area,Gottigere,1425.0,2,2,47.0,1,3.0
Super built-up  Area,Gottigere,1435.0,2,3,62.0,1,3.0
Built-up  Area,Gottigere,945.0,2,0,45.0,1,2.0
Super built-up  Area,Gottigere,1400.0,2,1,50.0,1,3.0
Plot  Area,Gottigere,2500.0,3,2,120.0,1,4.0
Super built-up  Area,Gottigere,1230.0,2,2,52.0,1,3.0
Super built-up  Area,Gottigere,1120.0,2,2,50.0,1,2.0
Super built-up  Area,Gottigere,1500.0,3,2,63.0,1,3.0
Super built-up  Area,Gottigere,1200.0,2,3,40.0,1,2.0
Super built-up  Area,Gottigere,1280.0,2,1,61.0,1,2.0
Super built-up  Area,Gottigere,1205.0,2,1,56.58,1,2.0
Super built-up  Area,Gottigere,1170.0,2,2,40.0,1,2.0
Built-up  Area,Gottigere,3000.0,3,0,132.0,1,4.0
Super built-up  Area,Gottigere,1613.0,3,3,72.0,1,3.0
Super built-up  Area,Gottigere,1110.0,2,2,36.25,1,2.0
Super built-up  Area,Gottigere,1245.0,2,2,59.0,1,2.0
Super built-up  Area,Gottigere,1200.0,2,2,50.0,1,2.0
Built-up  Area,Green Glen Layout,1670.0,3,2,120.0,1,3.0
Super built-up  Area,Green Glen Layout,3250.0,4,3,230.0,1,4.0
Super built-up  Area,Green Glen Layout,1776.42,3,2,105.0,1,3.0
Super built-up  Area,Green Glen Layout,3250.0,4,0,230.0,1,4.0
Built-up  Area,Green Glen Layout,940.0,2,1,56.8,1,2.0
Built-up  Area,Green Glen Layout,1075.0,2,1,60.0,1,2.0
Super built-up  Area,Green Glen Layout,1715.0,3,2,115.0,1,3.0
Super built-up  Area,Green Glen Layout,1751.0,2,1,115.0,1,3.0
Super built-up  Area,Green Glen Layout,1750.0,3,2,130.0,1,3.0
Super built-up  Area,Green Glen Layout,1530.0,3,2,105.0,1,3.0
Super built-up  Area,Green Glen Layout,1752.0,3,2,105.0,1,3.0
Super built-up  Area,Green Glen Layout,1680.0,4,3,95.0,1,3.0
Super built-up  Area,Green Glen Layout,1728.0,3,2,125.0,1,3.0
Super built-up  Area,Green Glen Layout,1645.0,3,2,110.0,1,3.0
Super built-up  Area,Green Glen Layout,1517.0,3,3,100.0,1,3.0
Super built-up  Area,Green Glen Layout,3150.0,4,3,218.0,1,4.0
Super built-up  Area,Green Glen Layout,3270.0,4,3,205.0,1,4.0
Super built-up  Area,Green Glen Layout,1750.0,3,2,120.0,1,3.0
Super built-up  Area,Green Glen Layout,1751.0,3,2,115.0,1,3.0
Super built-up  Area,Green Glen Layout,1750.0,3,2,105.0,1,3.0
Super built-up  Area,Green Glen Layout,1885.0,3,2,135.0,1,3.0
Super built-up  Area,Green Glen Layout,1715.0,3,3,120.0,1,3.0
Super built-up  Area,Green Glen Layout,1623.29,2,2,105.0,1,3.0
Super built-up  Area,Green Glen Layout,1715.0,3,3,115.0,1,3.0
Super built-up  Area,Green Glen Layout,1715.0,3,2,105.0,1,3.0
Built-up  Area,Green Glen Layout,1600.0,3,3,105.0,1,3.0
Super built-up  Area,Green Glen Layout,1717.0,3,3,125.0,1,3.0
Built-up  Area,Green Glen Layout,1250.0,2,0,75.0,1,2.0
Super built-up  Area,Green Glen Layout,1715.0,3,3,112.0,1,3.0
Super built-up  Area,Gubbalala,1470.0,2,2,82.0,1,3.0
Super built-up  Area,Gubbalala,1745.0,3,2,125.0,1,3.0
Super built-up  Area,Gubbalala,1745.0,3,2,104.0,1,3.0
Super built-up  Area,Gubbalala,1745.0,3,2,115.0,1,3.0
Super built-up  Area,Gubbalala,1745.0,3,2,110.0,1,3.0
Super built-up  Area,Gubbalala,1650.0,3,2,71.0,1,3.0
Built-up  Area,Gubbalala,2570.0,4,0,141.0,1,5.0
Super built-up  Area,Gubbalala,1205.0,2,2,70.0,1,2.0
Super built-up  Area,Gubbalala,1435.0,2,2,80.0,1,3.0
Super built-up  Area,Gubbalala,1475.0,2,2,80.0,1,2.0
Plot  Area,Gubbalala,2000.0,4,1,85.0,1,4.0
Super built-up  Area,Gubbalala,1100.0,2,2,49.5,1,2.0
Super built-up  Area,Gubbalala,1060.0,2,1,46.0,1,2.0
Super built-up  Area,Gubbalala,2000.0,3,3,125.0,1,3.0
Built-up  Area,Gubbalala,4000.0,5,1,195.0,1,4.0
Built-up  Area,Gubbalala,1745.0,3,2,130.0,1,3.0
Super built-up  Area,Gubbalala,1285.0,2,2,90.0,1,2.0
Super built-up  Area,Gunjur,1140.0,2,3,43.0,0,2.0
Super built-up  Area,Gunjur,1356.0,2,3,66.0,1,3.0
Built-up  Area,Gunjur,1600.0,3,3,75.0,1,3.0
Plot  Area,Gunjur,2000.0,3,0,95.0,1,4.0
Super built-up  Area,Gunjur,1140.0,2,2,49.11,0,2.0
Super built-up  Area,Gunjur,1195.0,2,2,44.0,1,2.0
Built-up  Area,Gunjur,1190.0,2,2,40.0,1,2.0
Built-up  Area,Gunjur,1457.0,2,3,60.0,0,2.0
Super built-up  Area,Gunjur,1080.0,2,2,41.0,1,2.0
Super built-up  Area,Gunjur,2132.0,3,3,80.0,1,3.0
Super built-up  Area,Gunjur,1800.0,3,1,70.0,1,3.0
Super built-up  Area,Gunjur,1175.0,2,2,43.48,1,2.0
Super built-up  Area,Gunjur,1362.0,3,2,62.63,1,3.0
Super built-up  Area,Gunjur,1071.0,2,1,51.0,1,2.0
Super built-up  Area,Gunjur,1063.0,2,2,40.0,1,2.0
Super built-up  Area,Gunjur,1235.0,2,2,52.76,0,2.0
Super built-up  Area,Gunjur,1362.0,3,1,62.63,1,3.0
Super built-up  Area,Gunjur,1588.0,2,3,90.0,1,3.0
Super built-up  Area,Gunjur,1235.0,2,2,44.5,0,2.0
Super built-up  Area,Gunjur,1457.0,2,3,60.0,1,2.0
Super built-up  Area,HAL 2nd Stage,1490.0,2,2,300.0,1,3.0
Plot  Area,HAL 2nd Stage,600.0,3,2,145.0,0,2.0
Plot  Area,HAL 2nd Stage,2700.0,3,0,500.0,1,3.0
Plot  Area,HAL 2nd Stage,2280.0,4,2,615.0,1,4.0
Plot  Area,HAL 2nd Stage,2040.0,4,1,500.0,1,5.0
Built-up  Area,HBR Layout,2800.0,2,0,200.0,1,3.0
Super built-up  Area,HBR Layout,1722.0,3,0,95.0,1,3.0
Plot  Area,HBR Layout,1200.0,4,0,120.0,1,4.0
Super built-up  Area,HBR Layout,1200.0,2,2,60.0,1,2.0
Super built-up  Area,HBR Layout,1004.0,2,1,49.0,1,2.0
Built-up  Area,HBR Layout,1783.0,3,2,125.0,1,3.0
Super built-up  Area,HBR Layout,1656.0,3,2,90.0,1,3.0
Super built-up  Area,HBR Layout,1089.0,2,1,60.0,1,2.0
Plot  Area,HBR Layout,2400.0,5,0,320.0,0,4.0
Super built-up  Area,HBR Layout,1700.0,3,1,110.0,1,3.0
Built-up  Area,HBR Layout,1198.0,2,1,65.0,1,2.0
Plot  Area,HBR Layout,1200.0,4,2,115.0,1,4.0
Plot  Area,HBR Layout,1800.0,2,1,230.0,1,3.0
Built-up  Area,HBR Layout,1200.0,2,0,120.0,1,2.0
Super built-up  Area,HBR Layout,1832.0,3,2,160.0,1,3.0
Plot  Area,HRBR Layout,2000.0,4,1,300.0,1,4.0
Built-up  Area,HRBR Layout,1374.0,2,2,95.0,1,2.0
Built-up  Area,HRBR Layout,1440.0,2,2,98.0,1,2.0
Super built-up  Area,HRBR Layout,1567.0,3,3,90.0,1,3.0
Super built-up  Area,HRBR Layout,2800.0,3,2,250.0,1,3.0
Super built-up  Area,HRBR Layout,1210.0,2,1,75.0,1,2.0
Plot  Area,HRBR Layout,1200.0,2,1,170.0,1,4.0
Super built-up  Area,HRBR Layout,1265.0,2,1,78.0,1,2.0
Plot  Area,HRBR Layout,1200.0,3,1,180.0,1,4.0
Super built-up  Area,HRBR Layout,1170.0,2,2,75.0,1,2.0
Built-up  Area,HRBR Layout,1335.0,2,1,87.0,1,3.0
Built-up  Area,HRBR Layout,1900.0,3,1,90.0,1,4.0
Super built-up  Area,HRBR Layout,1625.0,3,2,120.0,1,3.0
Super built-up  Area,HRBR Layout,1301.0,2,1,120.0,0,2.0
Super built-up  Area,HRBR Layout,1145.0,2,2,68.5,1,2.0
Built-up  Area,HRBR Layout,1300.0,2,3,90.0,1,2.0
Super built-up  Area,HSR Layout,1400.0,3,2,56.0,1,3.0
Super built-up  Area,HSR Layout,1372.0,2,1,68.0,1,2.0
Super built-up  Area,HSR Layout,1430.0,2,1,65.0,1,3.0
Super built-up  Area,HSR Layout,1475.0,3,2,75.0,1,3.0
Built-up  Area,HSR Layout,1467.0,2,1,55.0,1,2.0
Super built-up  Area,HSR Layout,1140.0,2,2,46.0,1,2.0
Super built-up  Area,HSR Layout,1372.0,2,1,61.0,1,2.0
Super built-up  Area,HSR Layout,1750.0,3,2,95.0,1,3.0
Built-up  Area,HSR Layout,2424.0,3,2,90.0,1,3.0
Super built-up  Area,HSR Layout,1027.0,2,2,44.0,1,2.0
Super built-up  Area,HSR Layout,1650.0,3,2,110.0,1,3.0
Super built-up  Area,HSR Layout,1185.0,2,2,60.0,1,2.0
Super built-up  Area,HSR Layout,1127.0,2,1,68.0,1,2.0
Super built-up  Area,HSR Layout,1600.0,2,2,115.0,1,3.0
Super built-up  Area,HSR Layout,1145.0,2,2,48.0,1,2.0
Super built-up  Area,HSR Layout,1009.0,2,2,56.0,1,2.0
Built-up  Area,HSR Layout,2792.0,4,1,220.0,1,4.0
Super built-up  Area,HSR Layout,1300.0,2,2,98.0,1,2.0
Super built-up  Area,HSR Layout,2400.0,3,3,88.0,1,3.0
Built-up  Area,HSR Layout,1126.0,2,1,69.0,1,2.0
Built-up  Area,HSR Layout,1360.0,2,1,53.0,1,3.0
Super built-up  Area,HSR Layout,1145.0,2,2,46.0,1,2.0
Super built-up  Area,HSR Layout,1142.0,2,2,65.0,1,2.0
Built-up  Area,HSR Layout,3500.0,5,0,350.0,1,5.0
Super built-up  Area,HSR Layout,2020.0,3,2,160.0,1,3.0
Super built-up  Area,HSR Layout,1844.0,3,3,95.0,1,3.0
Plot  Area,HSR Layout,2500.0,4,3,300.0,1,4.0
Built-up  Area,HSR Layout,1203.0,2,2,72.0,1,2.0
Built-up  Area,HSR Layout,4200.0,5,0,245.0,1,5.0
Built-up  Area,HSR Layout,1145.0,2,2,46.0,1,2.0
Super built-up  Area,HSR Layout,1100.0,2,2,44.0,1,2.0
Super built-up  Area,HSR Layout,1203.0,2,2,60.0,1,2.0
Super built-up  Area,HSR Layout,1590.0,2,2,135.0,1,3.0
Built-up  Area,HSR Layout,1120.0,2,1,70.0,1,2.0
Super built-up  Area,HSR Layout,1289.0,2,0,70.0,1,2.0
Super built-up  Area,HSR Layout,1844.0,3,1,89.0,1,3.0
Built-up  Area,HSR Layout,1203.0,2,2,60.0,1,2.0
Super built-up  Area,Haralur Road,1240.0,2,1,70.0,0,2.0
Super built-up  Area,Haralur Road,1027.0,2,2,44.0,1,2.0
Super built-up  Area,Haralur Road,1464.0,3,2,56.0,1,3.0
Plot  Area,Haralur Road,2650.0,4,2,198.0,1,4.0
Super built-up  Area,Haralur Road,2805.0,5,3,154.0,0,4.0
Super built-up  Area,Haralur Road,1194.0,2,2,47.0,1,2.0
Built-up  Area,Haralur Road,3385.0,5,0,260.0,0,4.0
Built-up  Area,Haralur Road,1202.0,2,1,53.0,1,2.0
Super built-up  Area,Haralur Road,1056.0,2,1,61.0,1,2.0
Super built-up  Area,Haralur Road,1810.0,3,2,100.0,0,3.0
Super built-up  Area,Haralur Road,1194.0,2,2,46.0,1,2.0
Super built-up  Area,Haralur Road,2805.0,4,3,154.0,0,4.0
Super built-up  Area,Haralur Road,1225.0,2,1,67.38,0,2.0
Super built-up  Area,Haralur Road,1243.0,2,1,46.0,1,2.0
Super built-up  Area,Haralur Road,1920.0,3,1,115.0,1,3.0
Super built-up  Area,Haralur Road,1875.0,3,2,110.0,0,3.0
Super built-up  Area,Haralur Road,1140.0,2,2,43.0,1,2.0
Super built-up  Area,Haralur Road,2017.0,3,2,125.0,1,3.0
Super built-up  Area,Haralur Road,1875.0,3,3,110.0,0,3.0
Super built-up  Area,Haralur Road,1092.0,2,2,44.0,1,2.0
Super built-up  Area,Haralur Road,2475.0,4,0,130.0,1,3.0
Super built-up  Area,Haralur Road,1300.0,2,2,73.0,1,2.0
Super built-up  Area,Haralur Road,1243.0,2,2,46.0,1,2.0
Super built-up  Area,Haralur Road,1850.0,3,0,110.0,1,3.0
Super built-up  Area,Haralur Road,3400.0,5,3,240.0,1,4.0
Super built-up  Area,Haralur Road,1464.0,2,2,56.0,1,2.0
Super built-up  Area,Haralur Road,1230.0,2,1,78.0,0,2.0
Built-up  Area,Haralur Road,1000.0,2,2,44.0,1,2.0
Super built-up  Area,Haralur Road,3185.0,2,0,175.0,0,4.0
Super built-up  Area,Haralur Road,1300.0,2,2,79.0,1,2.0
Super built-up  Area,Haralur Road,1444.0,2,1,80.0,1,3.0
Built-up  Area,Haralur Road,1088.0,2,1,68.0,1,2.0
Super built-up  Area,Haralur Road,1027.0,2,1,44.0,1,2.0
Super built-up  Area,Haralur Road,1225.0,2,1,70.0,0,2.0
Super built-up  Area,Haralur Road,1464.0,3,3,56.0,1,3.0
Super built-up  Area,Haralur Road,1000.0,2,1,78.0,1,2.0
Super built-up  Area,Haralur Road,1830.0,3,2,101.0,0,3.0
Super built-up  Area,Haralur Road,1810.0,3,2,126.0,1,3.0
Super built-up  Area,Haralur Road,1520.0,2,2,96.0,0,3.0
Super built-up  Area,Haralur Road,1300.0,2,2,75.0,1,2.0
Super built-up  Area,Haralur Road,2017.0,2,2,125.0,1,3.0
Super built-up  Area,Haralur Road,2805.0,5,3,160.0,0,4.0
Built-up  Area,Haralur Road,2017.0,3,2,105.0,1,3.0
Super built-up  Area,Haralur Road,1520.0,2,2,90.0,0,3.0
Built-up  Area,Haralur Road,1300.0,2,2,60.0,1,2.0
Super built-up  Area,Haralur Road,1985.0,3,2,130.0,0,3.0
Super built-up  Area,Haralur Road,1255.0,2,1,90.0,1,3.0
Super built-up  Area,Haralur Road,1056.0,2,1,60.0,1,2.0
Super built-up  Area,Haralur Road,1140.0,2,1,42.0,1,2.0
Super built-up  Area,Haralur Road,1245.0,2,3,62.0,1,2.0
Built-up  Area,Haralur Road,1140.0,2,2,58.0,1,2.0
Super built-up  Area,Haralur Road,1140.0,2,2,42.0,1,2.0
Super built-up  Area,Haralur Road,1027.0,2,2,43.0,1,2.0
Super built-up  Area,Haralur Road,1194.0,2,2,47.0,0,2.0
Super built-up  Area,Haralur Road,1560.0,3,1,90.0,1,3.0
Super built-up  Area,Haralur Road,1520.0,2,2,85.0,0,3.0
Super built-up  Area,Haralur Road,1243.0,2,2,45.0,1,2.0
Super built-up  Area,Haralur Road,1027.0,2,2,44.0,0,2.0
Super built-up  Area,Haralur Road,1650.0,3,3,100.0,1,3.0
Super built-up  Area,Haralur Road,1580.0,3,1,73.0,1,3.0
Super built-up  Area,Haralur Road,1510.0,3,2,83.05,0,3.0
Built-up  Area,Haralur Road,1056.0,2,1,65.0,1,2.0
Super built-up  Area,Haralur Road,575.0,1,1,38.0,0,1.0
Super built-up  Area,Haralur Road,1850.0,3,2,120.0,0,3.0
Super built-up  Area,Haralur Road,1710.0,3,2,85.0,1,3.0
Super built-up  Area,Haralur Road,1730.0,3,1,95.0,1,3.0
Super built-up  Area,Haralur Road,1817.0,3,2,110.0,1,3.0
Super built-up  Area,Haralur Road,1225.0,2,1,77.0,0,2.0
Super built-up  Area,Haralur Road,1285.0,2,1,78.0,1,2.0
Super built-up  Area,Haralur Road,1225.0,2,1,67.48,0,2.0
Super built-up  Area,Haralur Road,1225.0,2,1,69.84,0,2.0
Super built-up  Area,Haralur Road,1200.0,2,2,46.0,1,2.0
Super built-up  Area,Haralur Road,1315.0,2,1,85.0,1,2.0
Built-up  Area,Haralur Road,1976.0,3,2,92.0,1,3.0
Super built-up  Area,Haralur Road,1309.0,2,1,82.0,1,2.0
Super built-up  Area,Haralur Road,1027.0,1,2,44.0,1,2.0
Super built-up  Area,Haralur Road,1300.0,2,1,75.0,1,2.0
Built-up  Area,Haralur Road,1890.0,3,2,84.0,1,3.0
Super built-up  Area,Haralur Road,1230.0,2,1,67.65,0,2.0
Super built-up  Area,Haralur Road,1255.0,3,1,90.0,1,3.0
Super built-up  Area,Haralur Road,1735.0,3,2,97.0,1,3.0
Super built-up  Area,Haralur Road,1810.0,3,2,97.83,0,3.0
Super built-up  Area,Haralur Road,1810.0,3,2,112.0,0,3.0
Super built-up  Area,Harlur,1508.0,2,1,77.0,1,2.0
Super built-up  Area,Harlur,1752.12,3,2,135.0,1,3.0
Super built-up  Area,Harlur,2450.0,3,0,120.0,1,3.0
Super built-up  Area,Harlur,1460.0,3,1,73.0,1,3.0
Super built-up  Area,Harlur,1709.0,3,2,150.0,1,3.0
Super built-up  Area,Harlur,1174.0,2,1,69.0,1,2.0
Super built-up  Area,Harlur,1033.0,2,2,49.0,1,2.0
Built-up  Area,Harlur,1197.0,2,1,84.0,1,2.0
